file,chi,seed,t0,m,S0,fate,when
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,59,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,52,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,33,absorbed,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,21,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,20,shrink,750.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,20,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,19,shrink,1750.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,18,absorbed,250.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,16,shrink,1500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,15,grow,700.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,15,grow,500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,13,shrink,2400.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,11,grow,1900.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,11,grow,1400.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,10,shrink,2600.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,10,grow,1250.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,9,shrink,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,9,grow,1050.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,8,grow,1900.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,8,shrink,1300.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,8,grow,150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,7,grow,800.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,7,grow,1450.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,7,absorbed,1550.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,7,shrink,250.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,7,shrink,450.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,6,shrink,350.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,6,shrink,2000.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,6,shrink,300.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,6,open,0.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,6,grow,950.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,6,grow,700.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,5,shrink,450.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,5,grow,150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,5,shrink,150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,5,shrink,1400.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,5,shrink,300.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,5,shrink,150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,5,grow,700.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,5,absorbed,1550.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,5,shrink,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,5,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,shrink,550.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,shrink,300.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,grow,500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,shrink,350.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,shrink,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,shrink,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,shrink,500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,absorbed,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,shrink,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,shrink,450.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,absorbed,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,shrink,150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,grow,1450.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,open,0.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,4,open,0.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,grow,1400.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,absorbed,1550.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,250.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,450.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,250.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,550.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,grow,1400.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,1400.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,grow,500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,1,3,shrink,150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,59,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,52,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,33,absorbed,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,21,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,20,grow,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,20,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,19,shrink,1600.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,18,absorbed,350.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,16,grow,750.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,15,grow,250.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,15,absorbed,450.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,13,open,0.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,11,grow,800.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,11,open,0.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,10,shrink,1700.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,10,open,0.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,9,shrink,900.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,9,grow,250.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,8,grow,800.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,8,shrink,1300.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,8,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,7,grow,500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,7,grow,2050.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,7,absorbed,2000.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,7,shrink,250.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,7,shrink,500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,6,shrink,400.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,6,shrink,2950.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,6,absorbed,2000.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,6,shrink,1500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,6,shrink,150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,6,grow,750.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,5,shrink,300.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,5,grow,300.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,5,shrink,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,5,shrink,1300.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,5,shrink,500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,5,grow,1550.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,5,grow,750.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,5,absorbed,2000.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,5,shrink,400.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,5,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,shrink,1750.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,shrink,1050.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,absorbed,500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,shrink,800.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,shrink,600.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,shrink,350.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,absorbed,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,absorbed,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,shrink,250.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,shrink,150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,grow,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,shrink,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,grow,2050.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,grow,2700.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,4,shrink,1500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,400.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,open,0.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,absorbed,2000.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,650.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,open,0.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,absorbed,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,absorbed,450.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,2,3,shrink,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,59,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,52,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,33,absorbed,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,21,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,20,grow,50.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,20,shrink,900.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,19,grow,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,18,grow,300.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,16,shrink,2300.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,15,grow,750.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,15,absorbed,500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,13,grow,1050.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,11,shrink,650.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,11,shrink,1150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,10,open,0.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,10,grow,1750.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,9,shrink,800.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,9,grow,750.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,8,shrink,2150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,8,shrink,1150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,8,absorbed,100.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,7,grow,550.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,7,shrink,850.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,7,shrink,2050.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,7,shrink,1150.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,7,shrink,200.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,6,shrink,500.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,6,open,0.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,6,shrink,2050.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,6,shrink,700.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,6,shrink,250.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,6,shrink,900.0
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed1_cont2_dense500.npz,1.5,1,250,3,5,shrink,150.0
